id_uv;id_espece;nom_uv;nombre_plant_par_plateaux;nombre_graine_par_motte
1758;1758;Plateaux 240 Polystyrène;240;1
1759;1759;Pltx 140;140;1
1760;1760;Plateaux 176 Bio;176;1
1761;1761;Pltx 140 Bio;140;1
1762;1762;Pltx 240 Polystyrène Bio;240;1
1763;1763;Plateaux 176;176;1
1764;1764;Pltx 140;140;1
1765;1765;Plateaux 176 Bio;176;1
1766;1766;Pltx 140 Bio;140;1
1767;1767;Pltx 240 Polystyrène Bio;240;1
1768;1768;Plateaux 176;176;1
1769;1769;Pltx 140;140;1
1770;1770;Pltx 240 Polystyrène;240;1
1771;1771;Pltx 50 repiqué;50;2
1772;1772;Pltx 50 repiqué écarté;50;2
1773;1773;Plateaux 176 Bio;176;1
1774;1774;Pltx 140 Bio;140;1
1775;1775;Plateaux 176;176;1
1776;1776;Pltx 140;140;1
1777;1777;Pltx 240 Polystyrène;240;5
1778;1778;Pltx 240 STAMP plastique;240;5
1779;1779;Pltx 60;60;1
1780;1780;Pltx 96;96;1
1781;1781;Plateaux 176 Bio;176;1
1782;1782;Pltx 150 Bio;150;1
1783;1783;Pltx 240 Polystyrène Bio;240;5
1784;1784;Pltx 240 STAMP plastique Bio;240;5
1785;1785;Plx 140 Bio;140;1
1786;1786;Pltx 120;120;1
1787;1787;Pltx 120 greffé Beaufort écarté;120;1
1788;1788;Pltx 120 greffé DRO 141 écarté;120;1
1789;1789;Pltx 120 greffé Embajador écarté;120;1
1790;1790;Pltx 120 greffé Empérador écarté;120;1
1791;1791;Pltx 120 greffé Kratofort écarté;120;1
1792;1792;Pltx 120 greffé Maxifort écarté;120;1
1793;1793;Pltx 120 greffé Protector écarté;120;1
1794;1794;Pltx 120 greffé Radar écarté;120;1
1795;1795;Pltx 120 greffé Sanaterra écarté;120;1
1796;1796;Pltx 15 Repiqué laine roche écarté tuteuré;15;1
1797;1797;Pltx 15 greffé Beaufort Laine Roche écarté taillé tuteuré 2T;15;1
1798;1798;Pltx 15 greffé Beaufort laine roche écarté taillé 2 têtes;15;1
1799;1799;Pltx 15 greffé DRO 141 Laine Roche écarté taillé tuteuré 2T;15;1
1800;1800;Pltx 15 greffé DRO 141 laine roche écarté taillé 2 têtes;15;1
1801;1801;Pltx 15 greffé Embajador écarté tuteuré 1 tête;15;1
1802;1802;Pltx 15 greffé Embajador écarté tuteuré 2 têtes;15;1
1803;1803;Pltx 15 greffé Empérad. Laine Roche écarté taillé tuteuré 2T;15;1
1804;1804;Pltx 15 greffé Empérador laine roche écarté taillé 2 têtes;15;1
1805;1805;Pltx 15 greffé Kratofort Laine Roche écarté taillé tuteuré 2;15;1
1806;1806;Pltx 15 greffé Kratofort laine roche écarté taillé 2 têtes;15;1
1807;1807;Pltx 15 greffé Maxifort LaineRoche écarté taillé tuteuré 2T;15;1
1808;1808;Pltx 15 greffé Maxifort laine roche écarté taillé 2 têtes;15;1
1809;1809;Pltx 15 greffé Protector laine roche écarté taillé 2 têtes;15;1
1810;1810;Pltx 15 greffé Protector laineRoche  écarté taillé tuteuré 2;15;1
1811;1811;Pltx 15 greffé Sanaterra écarté taillé tuteuré 2 têtes;15;1
1812;1812;Pltx 15 greffé Sanaterra écarté tuteuré 1 tête;15;1
1813;1813;Pltx 150 écarté;150;1
1814;1814;Pltx 168 greffé Embajador écarté;168;1
1815;1815;Pltx 168 greffé Embajador écarté taillé tuteuré 1 tête;168;1
1816;1816;Pltx 168 greffé Embajador écarté taillé tuteuré 2 têtes;168;1
1817;1817;Pltx 168 greffé Emperador écarté taillé tuteuré 1 têtes;168;1
1818;1818;Pltx 168 greffé Emperador écarté taillé tuteuré 2 têtes;168;1
1819;1819;Pltx 168 greffé Empérador écarté;168;1
1820;1820;Pltx 168 greffé Fortamino écarté;168;1
1821;1821;Pltx 168 greffé Fortamino écarté taillé tuteuré 2 têtes;168;1
1822;1822;Pltx 168 greffé Maxifor écarté;168;1
1823;1823;Pltx 168 greffé Maxifort écarté taillé tuteuré 2 têtes;168;1
1824;1824;Pltx 18 greffé Beaufort écarté taillé 2 têtes;18;1
1825;1825;Pltx 18 greffé Beaufort écarté taillé tuteuré 2 têtes;18;1
1826;1826;Pltx 18 greffé Beaufort écarté tuteuré 1 tête;18;1
1827;1827;Pltx 18 greffé DRO 141 écarté taillé 2 têtes;18;1
1828;1828;Pltx 18 greffé DRO 141 écarté taillé tuteuré 2 têtes;18;1
1829;1829;Pltx 18 greffé DRO 141 écarté tuteuré 1 tête;18;1
1830;1830;Pltx 18 greffé Embajador écarté taillé tuteuré 2 têtes;18;1
1831;1831;Pltx 18 greffé Embajador écarté tuteuré 1 tête;18;1
1832;1832;Pltx 18 greffé Empérador écarté taillé 2 têtes;18;1
1833;1833;Pltx 18 greffé Empérador écarté taillé tuteuré 2 têtes;18;1
1834;1834;Pltx 18 greffé Empérador écarté tuteuré 1 tête;18;1
1835;1835;Pltx 18 greffé Kratofort écarté taillé 2 têtes;18;1
1836;1836;Pltx 18 greffé Kratofort écarté taillé tuteuré 2 têtes;18;1
1837;1837;Pltx 18 greffé Kratofort écarté tuteuré 1 tête;18;1
1838;1838;Pltx 18 greffé Maxifort écarté taillé 2 têtes;18;1
1839;1839;Pltx 18 greffé Maxifort écarté taillé tuteuré 2 têtes;18;1
1840;1840;Pltx 18 greffé Maxifort écarté tuteuré 1 tête;18;1
1841;1841;Pltx 18 greffé Protector écarté taillé 2 têtes;18;1
1842;1842;Pltx 18 greffé Protector écarté taillé tuteuré 2 têtes;18;1
1843;1843;Pltx 18 greffé Protector écarté tuteuré 1 tête;18;1
1844;1844;Pltx 18 greffé Sanaterra écarté taillé tuteuré 2 têtes;18;1
1845;1845;Pltx 18 greffé Sanaterra écarté tuteuré 1 tête;18;1
1846;1846;Pltx 240 Polystyrène;240;1
1847;1847;Pltx 240 STAMP Plastique;240;1
1848;1848;Pltx 240 laine roche;240;1
1849;1849;Pltx 28 laine roche repiqué écarté;28;1
1850;1850;Pltx 28 laine roche repiqué écarté tuteuré;28;1
1851;1851;Pltx 32 greffé Beaufort  écarté taillé tuteuré 2 têtes;32;1
1852;1852;Pltx 32 greffé Beaufort écarté tuteuré 1 tête;32;1
1853;1853;Pltx 32 greffé DRO 141 écarté taillé tuteuré 2 têtes;32;1
1854;1854;Pltx 32 greffé DRO 141 écarté tuteuré 1 tête;32;1
1855;1855;Pltx 32 greffé Embajador laine roche écarté tuteuré 2 Têtes;32;1
1856;1856;Pltx 32 greffé Embajador écarté taillé tuteuré 2 têtes;32;1
1857;1857;Pltx 32 greffé Embajador écarté tuteuré 1 tête;32;1
1858;1858;Pltx 32 greffé Empérador écarté taillé tuteuré 2 têtes;32;1
1859;1859;Pltx 32 greffé Empérador écarté tuteuré 1 tête;32;1
1860;1860;Pltx 32 greffé Kratofort écarté taillé tuteuré 2 têtes;32;1
1861;1861;Pltx 32 greffé Kratofort écarté tuteuré 1 tête;32;1
1862;1862;Pltx 32 greffé Maxifort écarté taillé tuteuré 2 têtes;32;1
1863;1863;Pltx 32 greffé Maxifort écarté tuteuré 1 tête;32;1
1864;1864;Pltx 32 greffé Protector écarté taillé tuteuré 2 têtes;32;1
1865;1865;Pltx 32 greffé Protector écarté tuteuré 1 tête;32;1
1866;1866;Pltx 32 greffé Radar écarté taillé tuteuré 2 têtes;32;1
1867;1867;Pltx 32 greffé Radar écarté tuteuré 1 tête;32;1
1868;1868;Pltx 32 greffé Sanaterra écarté taillé tuteuré 2 têtes;32;1
1869;1869;Pltx 32 greffé Sanaterra écarté tuteuré 1 tête;32;1
1870;1870;Pltx 32 repiqué;32;1
1871;1871;Pltx 32 repiqué écarté;32;1
1872;1872;Pltx 40 repiqué écarté;40;1
1873;1873;Pltx 48;48;1
1874;1874;Pltx 48 repiqué;48;1
1875;1875;Pltx 48 trié;48;1
1876;1876;Pltx 50 greffé Beaufort écarté taillé 2 têtes;50;1
1877;1877;Pltx 50 greffé Beaufort écarté tuteuré 1 tête;50;1
1878;1878;Pltx 50 greffé DRO 141 écarté taillé 2 têtes;50;1
1879;1879;Pltx 50 greffé DRO 141 écarté tuteuré 1 tête;50;1
1880;1880;Pltx 50 greffé Embajador écarté taillé 2 têtes;50;1
1881;1881;Pltx 50 greffé Embajador écarté tuteuré 1 tête;50;1
1882;1882;Pltx 50 greffé Empérador écarté taillé 2 têtes;50;1
1883;1883;Pltx 50 greffé Empérador écarté tuteuré 1 tête;50;1
1884;1884;Pltx 50 greffé Kratofort écarté taillé 2 têtes;50;1
1885;1885;Pltx 50 greffé Kratofort écarté tuteuré 1 tête;50;1
1886;1886;Pltx 50 greffé Maxifort écarté taillé 2 têtes;50;1
1887;1887;Pltx 50 greffé Maxifort écarté tuteuré 1 tête;50;1
1888;1888;Pltx 50 greffé Protector écarté taillé 2 têtes;50;1
1889;1889;Pltx 50 greffé Protector écarté tuteuré 1 tête;50;1
1890;1890;Pltx 50 greffé Radar écarté taillé 2 têtes;50;1
1891;1891;Pltx 50 greffé Radar écarté tuteuré 1 tête;50;1
1892;1892;Pltx 50 greffé Sanaterra écarté taillé 2 têtes;50;1
1893;1893;Pltx 50 greffé Sanaterra écarté tuteuré 1 tête;50;1
1894;1894;Pltx 50 repiqué;50;1
1895;1895;Pltx 50 repiqué écarté;50;1
1896;1896;Pltx 50 repiqué écarté taillé;50;1
1897;1897;Pltx 50 repiqué écarté tuteuré;50;1
1898;1898;Pltx 60;60;1
1899;1899;Pltx 60 Repiqué écarté;60;1
1900;1900;Pltx 600;600;1
1901;1901;Pltx 96 écarté;96;1
1902;1902;Pltx 120 Bio;120;1
1903;1903;Pltx 120 Bio greffé Beaufort écarté;120;1
1904;1904;Pltx 120 Bio greffé Embajador écarté;120;1
1905;1905;Pltx 120 Bio greffé Empérador écarté;120;1
1906;1906;Pltx 120 Bio greffé Maxifort écarté;120;1
1907;1907;Pltx 120 Bio greffé Protector écarté;120;1
1908;1908;Pltx 120 Bio greffé Sanaterra écarté;120;1
1909;1909;Pltx 150 écarté;150;1
1910;1910;Pltx 168 Bio greffé Embajador écarté;168;1
1911;1911;Pltx 168 Bio greffé Embajador écarté taillé tuteuré 2 têtes;168;1
1912;1912;Pltx 168 Bio greffé Emperador écarté taillé tuteuré 2 têtes;168;1
1913;1913;Pltx 168 Bio greffé Empérador écarté;168;1
1914;1914;Pltx 168 Bio greffé Fortamino écarté;168;1
1915;1915;Pltx 168 Bio greffé Fortamino écarté taillé tuteuré 2 têtes;168;1
1916;1916;Pltx 168 Bio greffé Maxifor écarté;168;1
1917;1917;Pltx 168 Bio greffé Maxifort écarté taillé tuteuré 2 têtes;168;1
1918;1918;Pltx 168 Bio greffé Protector écarté;168;1
1919;1919;Pltx 18 Bio greffé Beaufort écarté taillé 2 têtes;18;1
1920;1920;Pltx 18 Bio greffé Beaufort écarté taillé tuteuré 2 têtes;18;1
1921;1921;Pltx 18 Bio greffé Beaufort écarté tuteuré 1 tête;18;1
1922;1922;Pltx 18 Bio greffé Embajador écarté taillé tuteuré 2 têtes;18;1
1923;1923;Pltx 18 Bio greffé Empérador écarté taillé 2 têtes;18;1
1924;1924;Pltx 18 Bio greffé Empérador écarté taillé tuteuré 2 têtes;18;1
1925;1925;Pltx 18 Bio greffé Empérador écarté tuteuré 1 tête;18;1
1926;1926;Pltx 18 Bio greffé Maxifort écarté taillé 2 têtes;18;1
1927;1927;Pltx 18 Bio greffé Maxifort écarté taillé tuteuré 2 têtes;18;1
1928;1928;Pltx 18 Bio greffé Maxifort écarté tuteuré 1 tête;18;1
1929;1929;Pltx 18 Bio greffé Protector écarté taillé 2 têtes;18;1
1930;1930;Pltx 18 Bio greffé Protector écarté taillé tuteuré 2 têtes;18;1
1931;1931;Pltx 18 Bio greffé Protector écarté tuteuré 1 tête;18;1
1932;1932;Pltx 240 Bio Greffé Embajador;240;1
1933;1933;Pltx 240 Bio Greffé Protector;240;1
1934;1934;Pltx 240 Polystyrène Bio;240;1
1935;1935;Pltx 240 STAMP Plastique Bio;240;1
1936;1936;Pltx 32 Bio greffé Beaufort  écarté taillé tuteuré 2 têtes;32;1
1937;1937;Pltx 32 Bio greffé Beaufort écarté tuteuré 1 tête;32;1
1938;1938;Pltx 32 Bio greffé Embajador écarté taillé tuteuré 2 têtes;32;1
1939;1939;Pltx 32 Bio greffé Embajador écarté tuteuré 1 tête;32;1
1940;1940;Pltx 32 Bio greffé Empérador écarté taillé tuteuré 2 têtes;32;1
1941;1941;Pltx 32 Bio greffé Empérador écarté tuteuré 1 tête;32;1
1942;1942;Pltx 32 Bio greffé Fortamino écarté taillé tuteuré 2 têtes;32;1
1943;1943;Pltx 32 Bio greffé Fortamino écarté tuteuré 1 tête;32;1
1944;1944;Pltx 32 Bio greffé Kaiser écarté taillé tuteuré 2 têtes;32;1
1945;1945;Pltx 32 Bio greffé Kaiser écarté tuteuré 1 tête;32;1
1946;1946;Pltx 32 Bio greffé Maxifort écarté taillé tuteuré 2 têtes;32;1
1947;1947;Pltx 32 Bio greffé Maxifort écarté tuteuré 1 tête;32;1
1948;1948;Pltx 32 Bio greffé Protector écarté taillé tuteuré 2 têtes;32;1
1949;1949;Pltx 32 Bio greffé Protector écarté tuteuré 1 tête;32;1
1950;1950;Pltx 32 Bio greffé Sanaterra écarté taillé tuteuré 2 têtes;32;1
1951;1951;Pltx 32 Bio greffé Sanaterra écarté tuteuré 1 tête;32;1
1952;1952;Pltx 32 Bio repiqué;32;1
1953;1953;Pltx 32 Bio repiqué écarté;32;1
1954;1954;Pltx 40 Bio repiqué écarté;40;1
1955;1955;Pltx 48 Bio;48;1
1956;1956;Pltx 48 Bio repiqué;48;1
1957;1957;Pltx 48 Bio trié;48;1
1958;1958;Pltx 50 Bio greffé Beaufort écarté taillé 2 têtes;50;1
1959;1959;Pltx 50 Bio greffé Beaufort écarté tuteuré 1 tête;50;1
1960;1960;Pltx 50 Bio greffé Embajador écarté taillé 2 têtes;50;1
1961;1961;Pltx 50 Bio greffé Embajador écarté tuteuré 1 tête;50;1
1962;1962;Pltx 50 Bio greffé Empérador écarté taillé 2 têtes;50;1
1963;1963;Pltx 50 Bio greffé Empérador écarté tuteuré 1 tête;50;1
1964;1964;Pltx 50 Bio greffé Maxifort écarté taillé 2 têtes;50;1
1965;1965;Pltx 50 Bio greffé Maxifort écarté tuteuré 1 tête;50;1
1966;1966;Pltx 50 Bio greffé Protector écarté taillé 2 têtes;50;1
1967;1967;Pltx 50 Bio greffé Protector écarté tuteuré 1 tête;50;1
1968;1968;Pltx 50 Bio greffé Sanaterra écarté taillé 2 têtes;50;1
1969;1969;Pltx 50 Bio greffé Sanaterra écarté tuteuré 1 tête;50;1
1970;1970;Pltx 50 Bio repiqué;50;1
1971;1971;Pltx 50 Bio repiqué écarté;50;1
1972;1972;Pltx 60 Bio Repiqué écarté;60;1
1973;1973;Pltx 60 Bio écarté;60;1
1974;1974;Pltx 600 Bio;600;1
1975;1975;Pltx 96 Bio écarté;96;1
1976;1976;Pltx 120;120;1
1977;1977;Pltx 240 Polystyrène;240;1
1978;1978;Pltx 240 Polystyrène bio;240;1
1979;1979;Plateaux 176;176;1
1980;1980;Pltx 140;140;1
1981;1981;Pltx 120;120;1
1982;1982;Pltx 150 écarté;150;4
1983;1983;Pltx 240 Polystyrène;240;1
1984;1984;Pltx 240 STAMP plastique;240;1
1985;1985;Pltx 120 Bio;120;1
1986;1986;Pltx 150 Bio;150;1
1987;1987;Pltx 150 Bio;150;1
1988;1988;Pltx 240 Polystyrène Bio;240;1
1989;1989;Pltx 240 STAMP plastique Bio;240;1
1990;1990;Pltx 150 Bio;150;1
1991;1991;Pltx 240 Polystyrène Bio;240;1
